,arr_delay,name
1487,18.0,Envoy Air
1488,22.0,JetBlue Airways
1489,5.0,United Air Lines Inc.
1490,70.0,ExpressJet Airlines Inc.
1491,16.0,American Airlines Inc.
1492,-6.0,US Airways Inc.
1493,5.0,American Airlines Inc.
1494,7.0,United Air Lines Inc.
1496,-12.0,United Air Lines Inc.
1497,7.0,United Air Lines Inc.
1498,12.0,ExpressJet Airlines Inc.
1499,82.0,Southwest Airlines Co.
1500,-18.0,JetBlue Airways
1501,36.0,Envoy Air
1502,38.0,American Airlines Inc.
1503,28.0,American Airlines Inc.
1504,6.0,American Airlines Inc.
1505,2.0,Envoy Air
1506,0.0,AirTran Airways Corporation
1507,7.0,Delta Air Lines Inc.
1508,21.0,Delta Air Lines Inc.
1509,-20.0,Delta Air Lines Inc.
1510,11.0,Delta Air Lines Inc.
1511,-18.0,American Airlines Inc.
1512,2.0,United Air Lines Inc.
1513,-6.0,US Airways Inc.
1514,82.0,ExpressJet Airlines Inc.
1516,-1.0,Frontier Airlines Inc.
1517,6.0,United Air Lines Inc.
1518,-3.0,Delta Air Lines Inc.
1519,19.0,United Air Lines Inc.
1520,-21.0,United Air Lines Inc.
1521,-2.0,JetBlue Airways
1522,69.0,Envoy Air
1523,4.0,American Airlines Inc.
1524,-28.0,United Air Lines Inc.
1525,14.0,ExpressJet Airlines Inc.
1526,-2.0,American Airlines Inc.
1527,-44.0,Delta Air Lines Inc.
1528,-44.0,Delta Air Lines Inc.
1529,15.0,ExpressJet Airlines Inc.
1530,15.0,Envoy Air
1531,5.0,United Air Lines Inc.
1532,28.0,American Airlines Inc.
1533,-5.0,JetBlue Airways
1534,-15.0,Delta Air Lines Inc.
1535,1.0,Delta Air Lines Inc.
1536,71.0,ExpressJet Airlines Inc.
1537,-32.0,United Air Lines Inc.
1538,22.0,Envoy Air
1539,45.0,United Air Lines Inc.
1540,54.0,ExpressJet Airlines Inc.
1541,-13.0,JetBlue Airways
1542,-5.0,JetBlue Airways
1543,5.0,Southwest Airlines Co.
1544,9.0,Southwest Airlines Co.
1546,38.0,JetBlue Airways
1547,80.0,ExpressJet Airlines Inc.
1549,-9.0,American Airlines Inc.
1550,43.0,American Airlines Inc.
1551,-13.0,JetBlue Airways
1552,69.0,ExpressJet Airlines Inc.
1553,-10.0,JetBlue Airways
1554,12.0,Delta Air Lines Inc.
1555,49.0,Endeavor Air Inc.
1556,107.0,US Airways Inc.
1557,-22.0,Delta Air Lines Inc.
1558,-2.0,United Air Lines Inc.
1559,99.0,ExpressJet Airlines Inc.
1560,1.0,Envoy Air
1561,10.0,Envoy Air
1562,120.0,ExpressJet Airlines Inc.
1563,3.0,United Air Lines Inc.
1564,28.0,JetBlue Airways
1565,12.0,United Air Lines Inc.
1566,85.0,ExpressJet Airlines Inc.
1567,2.0,American Airlines Inc.
1568,35.0,JetBlue Airways
1569,106.0,Southwest Airlines Co.
1570,-7.0,Southwest Airlines Co.
1571,-41.0,JetBlue Airways
1572,47.0,United Air Lines Inc.
1573,1.0,Alaska Airlines Inc.
1574,81.0,ExpressJet Airlines Inc.
1575,-15.0,Envoy Air
1576,-30.0,Endeavor Air Inc.
1577,-51.0,Delta Air Lines Inc.
1578,19.0,United Air Lines Inc.
1579,3.0,US Airways Inc.
1580,-26.0,Delta Air Lines Inc.
1581,14.0,Delta Air Lines Inc.
1582,9.0,United Air Lines Inc.
1583,77.0,ExpressJet Airlines Inc.
1584,-15.0,United Air Lines Inc.
1585,13.0,Delta Air Lines Inc.
1586,-21.0,JetBlue Airways
1587,8.0,United Air Lines Inc.
1588,-24.0,Envoy Air
1589,55.0,JetBlue Airways
1590,-23.0,Delta Air Lines Inc.
1591,11.0,United Air Lines Inc.
1592,44.0,US Airways Inc.
1593,-24.0,JetBlue Airways
1594,-25.0,Delta Air Lines Inc.
1595,-20.0,American Airlines Inc.
1596,2.0,Southwest Airlines Co.
1597,-31.0,JetBlue Airways
1598,-31.0,Delta Air Lines Inc.
1599,19.0,United Air Lines Inc.
1600,-10.0,Envoy Air
1601,10.0,United Air Lines Inc.
1605,18.0,American Airlines Inc.
1607,-12.0,American Airlines Inc.
1608,-11.0,Virgin America
1609,10.0,Envoy Air
1610,-10.0,AirTran Airways Corporation
1611,-4.0,American Airlines Inc.
1612,-17.0,Delta Air Lines Inc.
1613,-19.0,US Airways Inc.
1614,8.0,ExpressJet Airlines Inc.
1615,-16.0,Delta Air Lines Inc.
1616,12.0,Delta Air Lines Inc.
1617,-14.0,Southwest Airlines Co.
1618,-7.0,JetBlue Airways
1619,-1.0,JetBlue Airways
1620,-9.0,US Airways Inc.
1621,28.0,JetBlue Airways
1622,-18.0,Delta Air Lines Inc.
1623,-24.0,Delta Air Lines Inc.
1624,7.0,United Air Lines Inc.
1625,13.0,American Airlines Inc.
1626,-11.0,Delta Air Lines Inc.
1627,7.0,ExpressJet Airlines Inc.
1628,-9.0,American Airlines Inc.
1629,32.0,American Airlines Inc.
1630,45.0,Delta Air Lines Inc.
1631,-25.0,United Air Lines Inc.
1633,-26.0,Delta Air Lines Inc.
1634,-14.0,JetBlue Airways
1635,-18.0,JetBlue Airways
1636,25.0,United Air Lines Inc.
1637,32.0,Endeavor Air Inc.
1638,-2.0,United Air Lines Inc.
1639,-5.0,Delta Air Lines Inc.
1640,-4.0,Delta Air Lines Inc.
1641,0.0,Envoy Air
1642,28.0,ExpressJet Airlines Inc.
1643,40.0,Envoy Air
1644,-4.0,Delta Air Lines Inc.
1645,-14.0,Delta Air Lines Inc.
1646,-9.0,ExpressJet Airlines Inc.
1647,-20.0,American Airlines Inc.
1648,13.0,Delta Air Lines Inc.
1649,-11.0,JetBlue Airways
1651,-32.0,Delta Air Lines Inc.
1652,-7.0,Delta Air Lines Inc.
1653,102.0,JetBlue Airways
1654,-18.0,Envoy Air
1655,116.0,Delta Air Lines Inc.
1656,35.0,ExpressJet Airlines Inc.
1657,0.0,Delta Air Lines Inc.
1658,7.0,United Air Lines Inc.
1659,2.0,American Airlines Inc.
1660,64.0,ExpressJet Airlines Inc.
1661,31.0,ExpressJet Airlines Inc.
1662,20.0,Endeavor Air Inc.
1663,-25.0,United Air Lines Inc.
1664,12.0,United Air Lines Inc.
1665,68.0,ExpressJet Airlines Inc.
1666,19.0,Endeavor Air Inc.
1667,-16.0,Endeavor Air Inc.
1668,2.0,Endeavor Air Inc.
1669,12.0,JetBlue Airways
1670,-5.0,United Air Lines Inc.
1671,34.0,JetBlue Airways
1672,25.0,Endeavor Air Inc.
1673,28.0,American Airlines Inc.
1674,16.0,Endeavor Air Inc.
1675,6.0,Delta Air Lines Inc.
1676,-22.0,Virgin America
1677,-18.0,Delta Air Lines Inc.
1678,84.0,ExpressJet Airlines Inc.
1679,-33.0,JetBlue Airways
1680,24.0,United Air Lines Inc.
1681,-23.0,Endeavor Air Inc.
1682,-1.0,American Airlines Inc.
1683,2.0,United Air Lines Inc.
1685,20.0,Delta Air Lines Inc.
1686,21.0,ExpressJet Airlines Inc.
1687,16.0,Southwest Airlines Co.
1688,11.0,Envoy Air
1689,-11.0,United Air Lines Inc.
1690,2.0,American Airlines Inc.
1691,8.0,AirTran Airways Corporation
1692,-36.0,JetBlue Airways
1693,7.0,JetBlue Airways
1694,6.0,Envoy Air
1695,-8.0,United Air Lines Inc.
1696,15.0,Endeavor Air Inc.
1697,15.0,JetBlue Airways
1698,-5.0,Delta Air Lines Inc.
1699,29.0,ExpressJet Airlines Inc.
1700,-18.0,Delta Air Lines Inc.
1701,32.0,JetBlue Airways
1702,17.0,United Air Lines Inc.
1703,11.0,JetBlue Airways
1704,88.0,Endeavor Air Inc.
1705,36.0,Envoy Air
1706,-20.0,United Air Lines Inc.
1707,-36.0,Endeavor Air Inc.
1708,-8.0,United Air Lines Inc.
1709,-5.0,ExpressJet Airlines Inc.
1710,-5.0,United Air Lines Inc.
1711,45.0,ExpressJet Airlines Inc.
1712,-15.0,American Airlines Inc.
1713,4.0,JetBlue Airways
1716,31.0,ExpressJet Airlines Inc.
1717,82.0,ExpressJet Airlines Inc.
1718,-30.0,JetBlue Airways
1719,-11.0,Envoy Air
1720,0.0,Envoy Air
1721,39.0,ExpressJet Airlines Inc.
1722,83.0,ExpressJet Airlines Inc.
1723,-25.0,United Air Lines Inc.
1724,20.0,JetBlue Airways
1725,6.0,JetBlue Airways
1726,-6.0,Southwest Airlines Co.
1727,-2.0,United Air Lines Inc.
1728,5.0,Delta Air Lines Inc.
1729,8.0,Envoy Air
1730,5.0,Envoy Air
1731,27.0,United Air Lines Inc.
1732,7.0,United Air Lines Inc.
1733,14.0,United Air Lines Inc.
1734,59.0,ExpressJet Airlines Inc.
1735,7.0,United Air Lines Inc.
1736,-31.0,Delta Air Lines Inc.
1737,29.0,ExpressJet Airlines Inc.
1739,8.0,JetBlue Airways
1740,7.0,Envoy Air
1741,58.0,Endeavor Air Inc.
1742,-9.0,JetBlue Airways
1743,4.0,ExpressJet Airlines Inc.
1744,-4.0,United Air Lines Inc.
1745,9.0,ExpressJet Airlines Inc.
1746,10.0,JetBlue Airways
1747,25.0,JetBlue Airways
1748,-17.0,JetBlue Airways
1750,-14.0,American Airlines Inc.
1751,-16.0,JetBlue Airways
1752,-10.0,JetBlue Airways
1753,-5.0,JetBlue Airways
1754,32.0,JetBlue Airways
1757,82.0,ExpressJet Airlines Inc.
1758,89.0,Endeavor Air Inc.
1759,-4.0,JetBlue Airways
1760,21.0,JetBlue Airways
1761,-9.0,Delta Air Lines Inc.
1763,-15.0,JetBlue Airways
1764,-17.0,JetBlue Airways
1765,-15.0,JetBlue Airways
1766,53.0,ExpressJet Airlines Inc.
1767,56.0,ExpressJet Airlines Inc.
1768,110.0,Delta Air Lines Inc.
1769,11.0,JetBlue Airways
1770,58.0,ExpressJet Airlines Inc.
1771,100.0,Envoy Air
1772,111.0,ExpressJet Airlines Inc.
1773,101.0,JetBlue Airways
1774,61.0,JetBlue Airways
1775,-18.0,JetBlue Airways
1776,-24.0,JetBlue Airways
1785,22.0,JetBlue Airways
1788,0.0,US Airways Inc.
1789,10.0,United Air Lines Inc.
1790,20.0,United Air Lines Inc.
1791,-15.0,American Airlines Inc.
1792,-13.0,JetBlue Airways
1793,-3.0,JetBlue Airways
1794,-2.0,Delta Air Lines Inc.
1795,6.0,ExpressJet Airlines Inc.
1796,-3.0,JetBlue Airways
1797,-6.0,Envoy Air
1798,-8.0,Envoy Air
1799,19.0,ExpressJet Airlines Inc.
1800,13.0,JetBlue Airways
1801,2.0,JetBlue Airways
1802,15.0,Delta Air Lines Inc.
1803,-9.0,Envoy Air
1804,1.0,US Airways Inc.
1805,-1.0,ExpressJet Airlines Inc.
1806,-5.0,JetBlue Airways
1807,13.0,JetBlue Airways
1808,0.0,Delta Air Lines Inc.
1809,2.0,ExpressJet Airlines Inc.
1810,28.0,AirTran Airways Corporation
1811,-9.0,American Airlines Inc.
1812,6.0,United Air Lines Inc.
1813,0.0,Southwest Airlines Co.
1814,4.0,Southwest Airlines Co.
1815,-33.0,United Air Lines Inc.
1816,7.0,American Airlines Inc.
1817,0.0,American Airlines Inc.
1818,32.0,JetBlue Airways
1819,-22.0,ExpressJet Airlines Inc.
1820,11.0,Delta Air Lines Inc.
1821,22.0,Delta Air Lines Inc.
1822,1.0,Envoy Air
1823,-1.0,US Airways Inc.
1824,12.0,Delta Air Lines Inc.
1825,-3.0,United Air Lines Inc.
1826,-16.0,JetBlue Airways
1827,-12.0,American Airlines Inc.
1828,3.0,United Air Lines Inc.
1829,44.0,American Airlines Inc.
1830,29.0,JetBlue Airways
1831,15.0,Delta Air Lines Inc.
1832,2.0,US Airways Inc.
1833,-34.0,United Air Lines Inc.
1834,-31.0,US Airways Inc.
1835,20.0,ExpressJet Airlines Inc.
1836,13.0,United Air Lines Inc.
1837,12.0,US Airways Inc.
1838,13.0,ExpressJet Airlines Inc.
1839,-24.0,United Air Lines Inc.
1840,13.0,Envoy Air
1841,-2.0,ExpressJet Airlines Inc.
1842,10.0,US Airways Inc.
1843,12.0,Southwest Airlines Co.
1844,40.0,United Air Lines Inc.
1845,20.0,American Airlines Inc.
1846,-4.0,United Air Lines Inc.
1847,33.0,ExpressJet Airlines Inc.
1848,13.0,United Air Lines Inc.
1849,19.0,ExpressJet Airlines Inc.
1850,-16.0,JetBlue Airways
1851,-23.0,ExpressJet Airlines Inc.
1852,17.0,ExpressJet Airlines Inc.
1853,-10.0,JetBlue Airways
1854,23.0,US Airways Inc.
1855,13.0,JetBlue Airways
1856,-31.0,United Air Lines Inc.
1857,-38.0,Delta Air Lines Inc.
1858,-27.0,Delta Air Lines Inc.
1859,13.0,Delta Air Lines Inc.
1860,-43.0,United Air Lines Inc.
1861,3.0,Delta Air Lines Inc.
1862,4.0,Delta Air Lines Inc.
1863,6.0,US Airways Inc.
1864,-35.0,Delta Air Lines Inc.
1865,22.0,ExpressJet Airlines Inc.
1866,12.0,American Airlines Inc.
1867,-2.0,JetBlue Airways
1868,-10.0,JetBlue Airways
1869,-10.0,Delta Air Lines Inc.
1870,-47.0,Virgin America
1871,15.0,United Air Lines Inc.
1872,4.0,ExpressJet Airlines Inc.
1873,-37.0,JetBlue Airways
1874,-48.0,United Air Lines Inc.
1875,-9.0,United Air Lines Inc.
1876,34.0,Envoy Air
1877,33.0,JetBlue Airways
1878,14.0,United Air Lines Inc.
1879,11.0,Southwest Airlines Co.
1880,-32.0,United Air Lines Inc.
1881,12.0,United Air Lines Inc.
1882,-2.0,JetBlue Airways
1883,23.0,United Air Lines Inc.
1884,-3.0,American Airlines Inc.
1885,8.0,American Airlines Inc.
1886,8.0,AirTran Airways Corporation
1887,92.0,ExpressJet Airlines Inc.
1888,-11.0,United Air Lines Inc.
1889,-11.0,Delta Air Lines Inc.
1890,10.0,United Air Lines Inc.
1891,24.0,JetBlue Airways
1892,20.0,Envoy Air
1893,-19.0,United Air Lines Inc.
1894,-18.0,Alaska Airlines Inc.
1895,20.0,JetBlue Airways
1896,-5.0,American Airlines Inc.
1897,-37.0,Virgin America
1898,7.0,JetBlue Airways
1899,-4.0,Delta Air Lines Inc.
1900,-46.0,American Airlines Inc.
1901,7.0,United Air Lines Inc.
1902,3.0,JetBlue Airways
1903,-23.0,Delta Air Lines Inc.
1904,25.0,United Air Lines Inc.
1905,3.0,ExpressJet Airlines Inc.
1906,-10.0,United Air Lines Inc.
1907,-36.0,American Airlines Inc.
1908,-35.0,JetBlue Airways
1909,20.0,JetBlue Airways
1910,-17.0,United Air Lines Inc.
1911,6.0,Endeavor Air Inc.
1912,-13.0,Endeavor Air Inc.
1913,-25.0,Delta Air Lines Inc.
1914,-8.0,Delta Air Lines Inc.
1915,-13.0,ExpressJet Airlines Inc.
1916,3.0,JetBlue Airways
1917,2.0,United Air Lines Inc.
1918,-15.0,Delta Air Lines Inc.
1919,-22.0,Southwest Airlines Co.
1920,-10.0,United Air Lines Inc.
1921,-6.0,United Air Lines Inc.
1922,-10.0,Endeavor Air Inc.
1923,-4.0,JetBlue Airways
1924,15.0,Delta Air Lines Inc.
1925,1.0,Southwest Airlines Co.
1926,25.0,US Airways Inc.
1927,13.0,ExpressJet Airlines Inc.
1928,-15.0,Envoy Air
1929,0.0,United Air Lines Inc.
1930,33.0,JetBlue Airways
1931,13.0,AirTran Airways Corporation
1932,-15.0,JetBlue Airways
1933,-18.0,American Airlines Inc.
1934,-14.0,American Airlines Inc.
1935,10.0,Delta Air Lines Inc.
1936,-3.0,Delta Air Lines Inc.
1937,5.0,JetBlue Airways
1938,10.0,Delta Air Lines Inc.
1939,11.0,Delta Air Lines Inc.
1940,-8.0,Delta Air Lines Inc.
1941,1.0,Envoy Air
1942,6.0,US Airways Inc.
1943,-9.0,Endeavor Air Inc.
1944,-10.0,Delta Air Lines Inc.
1945,3.0,ExpressJet Airlines Inc.
1946,15.0,Envoy Air
1947,-11.0,Envoy Air
1948,11.0,US Airways Inc.
1949,43.0,ExpressJet Airlines Inc.
1950,17.0,Endeavor Air Inc.
1951,8.0,ExpressJet Airlines Inc.
1952,-25.0,United Air Lines Inc.
1953,-5.0,JetBlue Airways
1954,15.0,Delta Air Lines Inc.
1955,8.0,United Air Lines Inc.
1956,-24.0,Delta Air Lines Inc.
1957,2.0,United Air Lines Inc.
1958,29.0,ExpressJet Airlines Inc.
1959,7.0,ExpressJet Airlines Inc.
1960,-1.0,ExpressJet Airlines Inc.
1961,11.0,Envoy Air
1962,-2.0,ExpressJet Airlines Inc.
1963,0.0,Frontier Airlines Inc.
1964,-3.0,Southwest Airlines Co.
1965,9.0,ExpressJet Airlines Inc.
1966,-37.0,Endeavor Air Inc.
1967,-25.0,Endeavor Air Inc.
1968,8.0,JetBlue Airways
1969,-15.0,JetBlue Airways
1970,-25.0,United Air Lines Inc.
1971,-20.0,United Air Lines Inc.
1972,-11.0,JetBlue Airways
1973,5.0,Envoy Air
1974,9.0,JetBlue Airways
1975,-28.0,United Air Lines Inc.
1976,2.0,JetBlue Airways
1977,36.0,ExpressJet Airlines Inc.
1978,25.0,ExpressJet Airlines Inc.
1979,40.0,ExpressJet Airlines Inc.
1980,14.0,ExpressJet Airlines Inc.
1981,111.0,American Airlines Inc.
1982,-12.0,Delta Air Lines Inc.
1983,16.0,Endeavor Air Inc.
1984,-9.0,Delta Air Lines Inc.
1985,-5.0,US Airways Inc.
1987,17.0,ExpressJet Airlines Inc.
1988,-36.0,American Airlines Inc.
1989,-30.0,Delta Air Lines Inc.
1990,3.0,ExpressJet Airlines Inc.
1991,50.0,ExpressJet Airlines Inc.
1992,2.0,Delta Air Lines Inc.
1993,18.0,Delta Air Lines Inc.
1994,1.0,Envoy Air
1995,-30.0,Virgin America
1996,-9.0,United Air Lines Inc.
1997,32.0,Endeavor Air Inc.
1998,-20.0,American Airlines Inc.
1999,31.0,United Air Lines Inc.
2000,16.0,United Air Lines Inc.
2001,20.0,JetBlue Airways
2002,-11.0,JetBlue Airways
2003,-17.0,United Air Lines Inc.
2004,-35.0,United Air Lines Inc.
2005,1.0,United Air Lines Inc.
2006,-8.0,Delta Air Lines Inc.
2007,18.0,Delta Air Lines Inc.
2008,23.0,JetBlue Airways
2010,3.0,JetBlue Airways
2011,12.0,United Air Lines Inc.
2012,-3.0,JetBlue Airways
2013,26.0,United Air Lines Inc.
2014,39.0,United Air Lines Inc.
2016,-19.0,JetBlue Airways
2017,13.0,United Air Lines Inc.
2018,-26.0,Hawaiian Airlines Inc.
2019,-5.0,American Airlines Inc.
2020,83.0,JetBlue Airways
2021,0.0,JetBlue Airways
2022,4.0,ExpressJet Airlines Inc.
2023,0.0,JetBlue Airways
2024,17.0,Southwest Airlines Co.
2025,0.0,JetBlue Airways
2026,-28.0,Virgin America
2027,15.0,Envoy Air
2028,17.0,ExpressJet Airlines Inc.
2029,-8.0,ExpressJet Airlines Inc.
2030,-14.0,JetBlue Airways
2031,-5.0,Southwest Airlines Co.
2032,56.0,American Airlines Inc.
2033,-19.0,United Air Lines Inc.
2034,96.0,American Airlines Inc.
2036,48.0,JetBlue Airways
2037,102.0,American Airlines Inc.
2038,25.0,JetBlue Airways
2039,-14.0,Southwest Airlines Co.
2040,-25.0,JetBlue Airways
2041,-7.0,ExpressJet Airlines Inc.
2042,22.0,Endeavor Air Inc.
2043,-9.0,Endeavor Air Inc.
2044,72.0,Envoy Air
2045,-12.0,ExpressJet Airlines Inc.
2046,1.0,Envoy Air
2047,26.0,Envoy Air
2048,-17.0,United Air Lines Inc.
2049,-9.0,US Airways Inc.
2050,-29.0,Delta Air Lines Inc.
2051,-33.0,United Air Lines Inc.
2052,-8.0,US Airways Inc.
2053,6.0,United Air Lines Inc.
2054,19.0,Delta Air Lines Inc.
2055,10.0,United Air Lines Inc.
2056,-48.0,Delta Air Lines Inc.
2057,7.0,US Airways Inc.
2058,-44.0,United Air Lines Inc.
2059,85.0,American Airlines Inc.
2060,4.0,JetBlue Airways
2061,-1.0,Envoy Air
2062,-2.0,US Airways Inc.
2063,5.0,United Air Lines Inc.
2064,97.0,American Airlines Inc.
2065,14.0,American Airlines Inc.
2066,-2.0,Delta Air Lines Inc.
2067,-3.0,US Airways Inc.
2068,41.0,Endeavor Air Inc.
2069,44.0,American Airlines Inc.
2070,11.0,AirTran Airways Corporation
2071,-24.0,ExpressJet Airlines Inc.
2072,-28.0,American Airlines Inc.
2073,-5.0,Envoy Air
2075,-43.0,American Airlines Inc.
2076,-52.0,Virgin America
2077,5.0,Delta Air Lines Inc.
2078,-1.0,Delta Air Lines Inc.
2079,16.0,JetBlue Airways
2080,-12.0,ExpressJet Airlines Inc.
2081,7.0,Delta Air Lines Inc.
2082,-7.0,Envoy Air
2083,0.0,JetBlue Airways
2084,-3.0,ExpressJet Airlines Inc.
2085,-4.0,ExpressJet Airlines Inc.
2086,38.0,United Air Lines Inc.
2087,-24.0,United Air Lines Inc.
2088,-47.0,United Air Lines Inc.
2089,11.0,JetBlue Airways
2090,10.0,Delta Air Lines Inc.
2091,-15.0,US Airways Inc.
2092,-34.0,Delta Air Lines Inc.
2093,-9.0,Envoy Air
2094,-47.0,United Air Lines Inc.
2095,-18.0,United Air Lines Inc.
2096,-8.0,US Airways Inc.
2097,-39.0,JetBlue Airways
2098,-17.0,Southwest Airlines Co.
2099,-3.0,Envoy Air
2100,0.0,American Airlines Inc.
2101,15.0,American Airlines Inc.
2102,-19.0,United Air Lines Inc.
2103,12.0,ExpressJet Airlines Inc.
2104,-20.0,United Air Lines Inc.
2105,-17.0,Delta Air Lines Inc.
2106,-43.0,Virgin America
2107,-8.0,Delta Air Lines Inc.
2108,9.0,United Air Lines Inc.
2109,-23.0,United Air Lines Inc.
2110,-2.0,US Airways Inc.
2111,-48.0,United Air Lines Inc.
2112,23.0,JetBlue Airways
2113,1.0,Delta Air Lines Inc.
2114,-16.0,Envoy Air
2115,-2.0,Southwest Airlines Co.
2116,-17.0,Delta Air Lines Inc.
2117,38.0,Delta Air Lines Inc.
2118,10.0,American Airlines Inc.
2119,-5.0,Delta Air Lines Inc.
2120,25.0,JetBlue Airways
2121,12.0,Delta Air Lines Inc.
2122,8.0,Envoy Air
2123,-13.0,Endeavor Air Inc.
2124,2.0,Delta Air Lines Inc.
2125,1.0,United Air Lines Inc.
2126,0.0,AirTran Airways Corporation
2127,-24.0,American Airlines Inc.
2128,-18.0,JetBlue Airways
2129,-2.0,ExpressJet Airlines Inc.
2131,2.0,Envoy Air
2132,11.0,Envoy Air
2133,13.0,United Air Lines Inc.
2134,17.0,JetBlue Airways
2135,20.0,JetBlue Airways
2136,-2.0,Envoy Air
2137,41.0,Delta Air Lines Inc.
2138,19.0,Southwest Airlines Co.
2139,10.0,Envoy Air
2140,45.0,JetBlue Airways
2141,4.0,US Airways Inc.
2142,40.0,ExpressJet Airlines Inc.
2143,7.0,American Airlines Inc.
2144,-9.0,ExpressJet Airlines Inc.
2145,-52.0,JetBlue Airways
2146,-3.0,Envoy Air
2147,13.0,Delta Air Lines Inc.
2148,-22.0,United Air Lines Inc.
2149,13.0,Southwest Airlines Co.
2150,30.0,United Air Lines Inc.
2151,37.0,ExpressJet Airlines Inc.
2152,3.0,JetBlue Airways
2153,-6.0,ExpressJet Airlines Inc.
2155,1.0,Envoy Air
2156,5.0,Delta Air Lines Inc.
2157,2.0,Southwest Airlines Co.
2158,-5.0,American Airlines Inc.
2159,24.0,American Airlines Inc.
2160,-18.0,Southwest Airlines Co.
2161,-7.0,American Airlines Inc.
2162,-13.0,Delta Air Lines Inc.
2163,0.0,Delta Air Lines Inc.
2164,0.0,American Airlines Inc.
2165,-8.0,United Air Lines Inc.
2166,15.0,ExpressJet Airlines Inc.
2167,-20.0,Endeavor Air Inc.
2168,5.0,Envoy Air
2169,4.0,Endeavor Air Inc.
2170,-17.0,American Airlines Inc.
2171,-14.0,United Air Lines Inc.
2172,-7.0,ExpressJet Airlines Inc.
2173,-17.0,JetBlue Airways
2174,-2.0,ExpressJet Airlines Inc.
2175,13.0,JetBlue Airways
2176,61.0,ExpressJet Airlines Inc.
2177,12.0,JetBlue Airways
2178,-22.0,Southwest Airlines Co.
2179,6.0,United Air Lines Inc.
2180,-1.0,AirTran Airways Corporation
2181,7.0,Southwest Airlines Co.
2182,-12.0,United Air Lines Inc.
2183,-9.0,Envoy Air
2184,-14.0,United Air Lines Inc.
2185,0.0,US Airways Inc.
2186,3.0,ExpressJet Airlines Inc.
2187,38.0,United Air Lines Inc.
2188,67.0,JetBlue Airways
2189,8.0,Delta Air Lines Inc.
2190,-3.0,US Airways Inc.
2191,44.0,ExpressJet Airlines Inc.
2192,7.0,JetBlue Airways
2193,-31.0,JetBlue Airways
2194,57.0,ExpressJet Airlines Inc.
2195,-13.0,ExpressJet Airlines Inc.
2196,5.0,Envoy Air
2197,25.0,ExpressJet Airlines Inc.
2198,113.0,ExpressJet Airlines Inc.
2199,16.0,ExpressJet Airlines Inc.
2200,-46.0,Virgin America
2201,-36.0,United Air Lines Inc.
2202,-22.0,Southwest Airlines Co.
2203,60.0,American Airlines Inc.
2204,5.0,American Airlines Inc.
2205,26.0,JetBlue Airways
2206,-41.0,JetBlue Airways
2207,15.0,JetBlue Airways
2208,7.0,ExpressJet Airlines Inc.
2209,-13.0,American Airlines Inc.
2210,34.0,JetBlue Airways
2211,-9.0,US Airways Inc.
2213,-9.0,United Air Lines Inc.
2214,-9.0,Southwest Airlines Co.
2215,-20.0,JetBlue Airways
2216,-12.0,ExpressJet Airlines Inc.
2217,-1.0,American Airlines Inc.
2218,28.0,JetBlue Airways
2219,5.0,Envoy Air
2220,28.0,JetBlue Airways
2221,25.0,ExpressJet Airlines Inc.
